Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
いじょう,～いじょうの　N　N／V　いじょうのN,,①自分の能力以上の仕事を与えられるのは悪いことではない。,,,,,,,,
いじょう,～いじょうに　N／V　いじょうに,,①あの人は噂以上におっちょこちょいだ。,,,,,,,,
いじょう,これいじょう＋修飾句＋Nは～ない,,①これ以上わかりやすいテキストは、今のところない。,,,,,,,,
いじょう,これいじょう～ば,,①これ以上水かさが増すと大変なことになる。,,,,,,,,
いじょう,これいじょうV－て,,①それ以上頑張ってどうなると言うのだ。,,,,,,,,
いじょう,これいじょう～は＋否定的表現,,①お互いこれ以上争うのはやめましょうよ。,,,,,,,,
いじょう,Vいじょう（は）,,①絶対にできると言ってしまった以上、どんな失敗も許されない。,,,,,,,,
いじょう,いじょう（の）＋数量詞／N,,①田中、木村、山本、吉田、以上の4人はあとで私のところに来なさい。,,,,,,,,
いじょう,いじょう,,①作業が終わり次第、必ず報告に来ること。以上。,,,,,,,,
いずれ1,いずれ,,①進学と就職といずれの道を選ぶのがいいか、自分でも決めかねている。,,,,,,,,
いずれ1,いずれにしても,,①山田は仕事の都合で遅れるとは言っていたが、いずれにしても来ることにはなっている。,,,,,,,,
いずれ1,いずれにしろ,,①やりたい仕事はいろいろあるが、いずれにしろこんな不況では希望する職にはつけそうもない。,,,,,,,,
いずれ1,いずれにせよ,,①今日はこの問題にはもう触れませんが、いずれにせよ今後も考えていかなければならないとは思っています。,,,,,,,,
いずれ1,いずれも,,①ここにございます宝石類は、いずれも最高級品でございます。,,,,,,,,
いずれ2,,,①いずれまた近いうちにおうかがいします。,,,,,,,,
いぜん1,,,①その問題はいぜん解決されないままになっている。,,,,,,,,
いぜん2,いぜん,,①以前一度このホテルに泊まったことがある。,,,,,,,,
いぜん2,Nいぜん＜時点＞,,①彼は予定していたはずの3月31日以前に引っ越してしまったので、連絡がつかない。,,,,,,,,
いぜん2,V－るいぜん,,①二人は結婚する以前から一緒に暮らしていた。,,,,,,,,
いぜん2,Nいぜん＜段階＞,,①そんなことは常識以前の問題だ。知らない方がおかしいのだ。,,,,,,,,
